Year,Team,Player,Salary,
2016,Boston Celtics,Jared Sullinger,22.69,
2016,Boston Celtics,Kelly Olynyk,21.65,
2016,Boston Celtics,Perry Jones,20.38,
2016,Boston Celtics,Terry Rozier,18.24,
2016,Boston Celtics,Zoran Dragic,17.57,
2016,Boston Celtics,James Young,17.50,
2016,Boston Celtics,Jordan Mickey,11.71,
2016,Boston Celtics,R.J. Hunter,11.49,
2016,Boston Celtics,Coty Clarke,0.62,
2016,Boston Celtics,John Holland,0.06,
2016,Brooklyn Nets,Joe Johnson,218.95,
2016,Brooklyn Nets,Brook Lopez,196.89,
2016,Brooklyn Nets,Deron Williams,132.80,
2016,Brooklyn Nets,Thaddeus Young,112.36,
2016,Brooklyn Nets,Jarrett Jack,63.00,
2016,Brooklyn Nets,Bojan Bogdanovic,34.26,
2016,Brooklyn Nets,Sergey Karasev,16.00,
2016,Brooklyn Nets,Shane Larkin,15.00,
2016,Brooklyn Nets,Wayne Ellington,15.00,
2016,Brooklyn Nets,Andrea Bargnani,13.63,
2016,Brooklyn Nets,Rondae Hollis-Jefferson,13.35,
2016,Brooklyn Nets,Chris McCullough,11.40,
2016,Brooklyn Nets,Donald Sloan,10.15,
2016,Brooklyn Nets,Thomas Robinson,9.81,
2016,Brooklyn Nets,Willie Reed,9.47,
2016,Brooklyn Nets,Markel Brown,8.45,
2016,Brooklyn Nets,Henry Sims,1.57,
2016,Brooklyn Nets,Sean Kilpatrick,1.37,
2016,Charlotte Hornets,Al Jefferson,135.00,
2016,Charlotte Hornets,Nicolas Batum,131.25,
2016,Charlotte Hornets,Kemba Walker,120.00,
2016,Charlotte Hornets,Marvin Williams,70.00,
2016,Charlotte Hornets,Michael Kidd-Gilchrist,63.31,
2016,Charlotte Hornets,Spencer Hawes,61.10,
2016,Charlotte Hornets,Courtney Lee,56.75,
2016,Charlotte Hornets,Cody Zeller,42.04,
2016,Charlotte Hornets,Jeremy Lamb,30.34,
2016,Charlotte Hornets,Frank Kaminsky,26.13,
2016,Charlotte Hornets,Jeremy Lin,21.39,
2016,Charlotte Hornets,Tyler Hansbrough,11.86,
2016,Charlotte Hornets,Troy Daniels,9.47,
2016,Charlotte Hornets,Aaron Harrison,5.25,
2016,Charlotte Hornets,Jorge Gutierrez,3.02,
2016,Chicago Bulls,Derrick Rose,200.93,
2016,Chicago Bulls,Jimmy Butler,164.08,
2016,Chicago Bulls,Joakim Noah,134.00,
2016,Chicago Bulls,Taj Gibson,85.00,
2016,Chicago Bulls,Pau Gasol,74.49,
2016,Chicago Bulls,Nikola Mirotic,55.44,
2016,Chicago Bulls,Mike Dunleavy,45.00,
2016,Chicago Bulls,Doug McDermott,23.80,
2016,Chicago Bulls,Aaron Brooks,22.50,
2016,Chicago Bulls,Tony Snell,15.36,
2016,Chicago Bulls,Bobby Portis,13.91,
2016,Chicago Bulls,E'Twaun Moore,10.15,
2016,Chicago Bulls,Justin Holiday,9.47,
2016,Chicago Bulls,Cameron Bairstow,8.45,
2016,Chicago Bulls,Cristiano Felicio,5.25,
2016,Cleveland Cavaliers,LeBron James,229.71,
2016,Cleveland Cavaliers,Kevin Love,196.89,
2016,Cleveland Cavaliers,Kyrie Irving,164.08,
2016,Cleveland Cavaliers,Tristan Thompson,142.60,
2016,Cleveland Cavaliers,Iman Shumpert,89.89,
2016,Cleveland Cavaliers,Channing Frye,81.93,
2016,Cleveland Cavaliers,J.R. Smith,50.00,
2016,Cleveland Cavaliers,Timofey Mozgov,49.50,
2016,Cleveland Cavaliers,Mo Williams,21.00,
2016,Cleveland Cavaliers,James Jones,14.99,
2016,Cleveland Cavaliers,Richard Jefferson,14.99,
2016,Cleveland Cavaliers,Sasha Kaun,12.76,
2016,Cleveland Cavaliers,Matthew Dellavedova,11.47,
2016,Cleveland Cavaliers,Jordan McRae,1.37,
2016,Cleveland Cavaliers,Dahntay Jones,0.09,
2016,Dallas Mavericks,Wesley Matthews,164.08,
2016,Dallas Mavericks,Chandler Parsons,153.62,
2016,Dallas Mavericks,Dirk Nowitzki,83.33,
2016,Dallas Mavericks,Deron Williams,53.79,
2016,Dallas Mavericks,Zaza Pachulia,52.00,
2016,Dallas Mavericks,J.J. Barea,42.90,
2016,Dallas Mavericks,Devin Harris,40.53,
2016,Dallas Mavericks,Raymond Felton,39.50,
2016,Dallas Mavericks,David Lee,20.86,
2016,Dallas Mavericks,Charlie Villanueva,14.99,
2016,Dallas Mavericks,Samuel Dalembert,14.99,
2016,Dallas Mavericks,Justin Anderson,14.49,
2016,Dallas Mavericks,JaVale McGee,12.71,
2016,Dallas Mavericks,Jeremy Evans,11.01,
2016,Dallas Mavericks,Gal Mekel,9.47,
2016,Dallas Mavericks,Dwight Powell,8.45,
2016,Dallas Mavericks,Maurice Ndour,5.25,
2016,Dallas Mavericks,Salah Mejri,5.25,
2016,Denver Nuggets,Danilo Gallinari,140.00,
2016,Denver Nuggets,Kenneth Faried,112.36,
2016,Denver Nuggets,Wilson Chandler,104.49,
2016,Denver Nuggets,J.J. Hickson,56.14,
2016,Denver Nuggets,Jameer Nelson,43.45,
2016,Denver Nuggets,Steve Novak,37.50,
2016,Denver Nuggets,Will Barton,35.33,
2016,Denver Nuggets,Emmanuel Mudiay,31.02,
2016,Denver Nuggets,D.J. Augustin,30.00,
2016,Denver Nuggets,Darrell Arthur,28.14,
2016,Denver Nuggets,Jusuf Nurkic,18.42,
2016,Denver Nuggets,Joffrey Lauvergne,17.10,
2016,Denver Nuggets,Gary Harris,15.87,
2016,Denver Nuggets,Mike Miller,14.99,
2016,Denver Nuggets,Nikola Jokic,13.00,
2016,Denver Nuggets,Joey Dorsey,10.15,
2016,Denver Nuggets,Nick Johnson,8.45,
2016,Denver Nuggets,JaKarr Sampson,2.50,
2016,Denver Nuggets,Kostas Papanikolaou,1.96,
2016,Denver Nuggets,Axel Toupane,1.27,
2016,Denver Nuggets,Sean Kilpatrick,0.62,
2016,Denver Nuggets,Erick Green,0.28,
2016,Detroit Pistons,Tobias Harris,160.00,
2016,Detroit Pistons,Josh Smith,140.00,
2016,Detroit Pistons,Reggie Jackson,139.13,
2016,Detroit Pistons,Aron Baynes,65.00,
2016,Detroit Pistons,Jodie Meeks,62.70,
2016,Detroit Pistons,Marcus Morris,50.00,
2016,Detroit Pistons,Andre Drummond,32.72,
2016,Detroit Pistons,Anthony Tolliver,30.00,
2016,Detroit Pistons,Kentavious Caldwell-Pope,28.92,
2016,Detroit Pistons,Stanley Johnson,28.42,
2016,Detroit Pistons,Joel Anthony,25.00,
2016,Detroit Pistons,Steve Blake,21.70,
2016,Detroit Pistons,Danny Granger,21.00,
2016,Detroit Pistons,Aaron Gray,13.56,
2016,Detroit Pistons,Cartier Martin,12.71,
2016,Detroit Pistons,Reggie Bullock,12.52,
2016,Detroit Pistons,Spencer Dinwiddie,8.45,
2016,Detroit Pistons,Darrun Hilliard,6.00,
2016,Detroit Pistons,Lorenzo Brown,1.18,
2016,Detroit Pistons,Justin Harper,0.62,
2016,Golden State Warriors,Klay Thompson,155.01,
2016,Golden State Warriors,Draymond Green,142.61,
2016,Golden State Warriors,Andrew Bogut,138.00,
2016,Golden State Warriors,Andre Iguodala,117.10,
2016,Golden State Warriors,Stephen Curry,113.71,
2016,Golden State Warriors,Jason Thompson,64.31,
2016,Golden State Warriors,Shaun Livingston,55.44,
2016,Golden State Warriors,Harrison Barnes,38.73,
2016,Golden State Warriors,Marreese Speights,38.15,
2016,Golden State Warriors,Leandro Barbosa,25.00,
2016,Golden State Warriors,Festus Ezeli,20.09,
2016,Golden State Warriors,Brandon Rush,12.71,
2016,Golden State Warriors,Kevon Looney,11.32,
2016,Golden State Warriors,Ian Clark,9.47,
2016,Golden State Warriors,James Michael McAdoo,8.45,
2016,Golden State Warriors,Anderson Varejao,4.44,
2016,Houston Rockets,Dwight Howard,223.59,
2016,Houston Rockets,James Harden,157.56,
2016,Houston Rockets,Ty Lawson,121.79,
2016,Houston Rockets,Corey Brewer,82.29,
2016,Houston Rockets,Trevor Ariza,81.93,
2016,Houston Rockets,Patrick Beverley,64.86,
2016,Houston Rockets,K.J. McDaniels,31.90,
2016,Houston Rockets,Terrence Jones,24.90,
2016,Houston Rockets,Donatas Motiejunas,22.88,
2016,Houston Rockets,Sam Dekker,16.46,
2016,Houston Rockets,Jason Terry,14.99,
2016,Houston Rockets,Josh Smith,14.99,
2016,Houston Rockets,Clint Capela,12.43,
2016,Houston Rockets,Marcus Thornton,11.86,
2016,Houston Rockets,Montrezl Harrell,10.00,
2016,Houston Rockets,Michael Beasley,3.01,
2016,Houston Rockets,Andrew Goudelock,1.96,
2016,Houston Rockets,Chuck Hayes,0.65,
2016,Indiana Pacers,Paul George,171.20,
2016,Indiana Pacers,Monta Ellis,103.00,
2016,Indiana Pacers,George Hill,80.00,
2016,Indiana Pacers,Rodney Stuckey,70.00,
2016,Indiana Pacers,Chase Budinger,50.00,
2016,Indiana Pacers,C.J. Miles,43.94,
2016,Indiana Pacers,Lavoy Allen,40.50,
2016,Indiana Pacers,Ian Mahinmi,40.00,
2016,Indiana Pacers,Jordan Hill,40.00,
2016,Indiana Pacers,Myles Turner,23.58,
2016,Indiana Pacers,Solomon Hill,13.59,
2016,Indiana Pacers,Glenn Robinson,11.00,
2016,Indiana Pacers,Joe Young,10.07,
2016,Indiana Pacers,Rakeem Christmas,10.07,
2016,Indiana Pacers,Shayne Whittington,8.45,
2016,Indiana Pacers,Toney Douglas,6.00,
2016,Indiana Pacers,Ty Lawson,2.60,
2016,Los Angeles Clippers,Chris Paul,214.87,
2016,Los Angeles Clippers,DeAndre Jordan,196.89,
2016,Los Angeles Clippers,Blake Griffin,189.08,
2016,Los Angeles Clippers,Jeff Green,92.00,
2016,Los Angeles Clippers,J.J. Redick,70.85,
2016,Los Angeles Clippers,Jamal Crawford,56.75,
2016,Los Angeles Clippers,Paul Pierce,33.76,
2016,Los Angeles Clippers,Austin Rivers,31.11,
2016,Los Angeles Clippers,Jordan Farmar,21.00,
2016,Los Angeles Clippers,Luc Mbah a Moute,12.71,
2016,Los Angeles Clippers,C.J. Wilcox,11.60,
2016,Los Angeles Clippers,Cole Aldrich,11.01,
2016,Los Angeles Clippers,Wesley Johnson,11.01,
2016,Los Angeles Clippers,Pablo Prigioni,9.81,
2016,Los Angeles Clippers,Branden Dawson,5.25,
2016,Los Angeles Clippers,Jeff Ayres,3.13,
2016,Los Angeles Clippers,Alex Stepheson,0.62,
2016,Los Angeles Lakers,Kobe Bryant,250.00,
2016,Los Angeles Lakers,Roy Hibbert,155.14,
2016,Los Angeles Lakers,Lou Williams,70.00,
2016,Los Angeles Lakers,Nick Young,52.19,
2016,Los Angeles Lakers,D'Angelo Russell,51.03,
2016,Los Angeles Lakers,Julius Randle,31.32,
2016,Los Angeles Lakers,Brandon Bass,30.00,
2016,Los Angeles Lakers,Ryan Kelly,17.24,
2016,Los Angeles Lakers,Metta World Peace,14.99,
2016,Los Angeles Lakers,Larry Nance Jr.,11.56,
2016,Los Angeles Lakers,Robert Sacre,9.81,
2016,Los Angeles Lakers,Jordan Clarkson,8.45,
2016,Los Angeles Lakers,Tarik Black,8.45,
2016,Los Angeles Lakers,Anthony Brown,7.00,
2016,Los Angeles Lakers,Marcelo Huertas,5.25,
2016,Los Angeles Lakers,Jonathan Holmes,1.00,
2016,Memphis Grizzlies,Marc Gasol,196.88,
2016,Memphis Grizzlies,Mike Conley,96.80,
2016,Memphis Grizzlies,Zach Randolph,96.39,
2016,Memphis Grizzlies,Lance Stephenson,90.00,
2016,Memphis Grizzlies,Brandan Wright,54.64,
2016,Memphis Grizzlies,Tony Allen,51.59,
2016,Memphis Grizzlies,Chris Andersen,50.00,
2016,Memphis Grizzlies,Mario Chalmers,43.00,
2016,Memphis Grizzlies,Vince Carter,40.88,
2016,Memphis Grizzlies,Matt Barnes,35.43,
2016,Memphis Grizzlies,Jordan Adams,14.05,
2016,Memphis Grizzlies,Jarell Martin,12.31,
2016,Memphis Grizzlies,P.J. Hairston,12.01,
2016,Memphis Grizzlies,Ryan Hollins,10.19,
2016,Memphis Grizzlies,James Ennis,8.45,
2016,Memphis Grizzlies,JaMychal Green,8.45,
2016,Memphis Grizzlies,Russ Smith,3.15,
2016,Memphis Grizzlies,Jordan Farmar,1.85,
2016,Memphis Grizzlies,Ray McCallum,1.00,
2016,Memphis Grizzlies,Xavier Munford,0.87,
2016,Memphis Grizzlies,Bryce Cotton,0.60,
2016,Memphis Grizzlies,Elliot Williams,0.58,
2016,Memphis Grizzlies,Alex Stepheson,0.31,
2016,Memphis Grizzlies,Briante Weber,0.31,
2016,Miami Heat,Chris Bosh,221.93,
2016,Miami Heat,Dwyane Wade,200.00,
2016,Miami Heat,Goran Dragic,147.83,
2016,Miami Heat,Luol Deng,101.52,
2016,Miami Heat,Josh McRoberts,55.44,
2016,Miami Heat,Udonis Haslem,28.55,
2016,Miami Heat,Justise Winslow,24.82,
2016,Miami Heat,Beno Udrih,20.80,
2016,Miami Heat,Amar'e Stoudemire,14.99,
2016,Miami Heat,Gerald Green,13.63,
2016,Miami Heat,Hassan Whiteside,9.81,
2016,Miami Heat,Tyler Johnson,8.45,
2016,Miami Heat,Josh Richardson,5.25,
2016,Miami Heat,Joe Johnson,3.99,
2016,Miami Heat,Dorell Wright,0.09,
2016,Miami Heat,Briante Weber,0.06,
2016,Milwaukee Bucks,Greg Monroe,164.08,
2016,Milwaukee Bucks,Khris Middleton,147.00,
2016,Milwaukee Bucks,O.J. Mayo,80.00,
2016,Milwaukee Bucks,Greivis Vasquez,66.00,
2016,Milwaukee Bucks,Jabari Parker,51.52,
2016,Milwaukee Bucks,Larry Sanders,50.00,
2016,Milwaukee Bucks,Jerryd Bayless,30.00,
2016,Milwaukee Bucks,John Henson,29.43,
2016,Milwaukee Bucks,Michael Carter-Williams,23.99,
2016,Milwaukee Bucks,Miles Plumlee,21.09,
2016,Milwaukee Bucks,Giannis Antetokounmpo,19.54,
2016,Milwaukee Bucks,Rashad Vaughn,17.33,
2016,Milwaukee Bucks,Tyler Ennis,16.62,
2016,Milwaukee Bucks,Damien Inglis,8.55,
2016,Milwaukee Bucks,Johnny O'Bryant,8.45,
2016,Milwaukee Bucks,Steve Novak,4.03,
2016,Milwaukee Bucks,Jared Cunningham,0.56,
2016,Minnesota Timberwolves,Ricky Rubio,127.00,
2016,Minnesota Timberwolves,Nikola Pekovic,121.00,
2016,Minnesota Timberwolves,Kevin Garnett,85.00,
2016,Minnesota Timberwolves,Kevin Martin,70.85,
2016,Minnesota Timberwolves,Andrew Wiggins,57.59,
2016,Minnesota Timberwolves,Karl-Anthony Towns,57.04,
2016,Minnesota Timberwolves,Anthony Bennett,48.36,
2016,Minnesota Timberwolves,Nemanja Bjelica,39.50,
2016,Minnesota Timberwolves,Zach LaVine,21.48,
2016,Minnesota Timberwolves,Shabazz Muhammad,20.57,
2016,Minnesota Timberwolves,Adreian Payne,19.39,
2016,Minnesota Timberwolves,Andre Miller,14.99,
2016,Minnesota Timberwolves,Tayshaun Prince,14.99,
2016,Minnesota Timberwolves,Gorgui Dieng,14.74,
2016,Minnesota Timberwolves,Tyus Jones,12.82,
2016,Minnesota Timberwolves,Damjan Rudez,11.50,
2016,Minnesota Timberwolves,Greg Smith,2.52,
2016,New Orleans Hornets,Eric Gordon,155.14,
2016,New Orleans Hornets,Tyreke Evans,107.35,
2016,New Orleans Hornets,Jrue Holiday,105.96,
2016,New Orleans Hornets,Omer Asik,92.13,
2016,New Orleans Hornets,Ryan Anderson,85.00,
2016,New Orleans Hornets,Anthony Davis,70.71,
2016,New Orleans Hornets,Alexis Ajinca,45.40,
2016,New Orleans Hornets,Quincy Pondexter,33.82,
2016,New Orleans Hornets,Norris Cole,30.37,
2016,New Orleans Hornets,Dante Cunningham,28.50,
2016,New Orleans Hornets,Kendrick Perkins,14.99,
2016,New Orleans Hornets,Alonzo Gee,13.20,
2016,New Orleans Hornets,Toney Douglas,11.58,
2016,New Orleans Hornets,Luke Babbitt,11.01,
2016,New Orleans Hornets,Jarnell Stokes,5.25,
2016,New Orleans Hornets,Bryce Dejean-Jones,1.65,
2016,New Orleans Hornets,Tim Frazier,1.40,
2016,New Orleans Hornets,Jordan Hamilton,1.14,
2016,New Orleans Hornets,James Ennis,0.70,
2016,New Orleans Hornets,Jimmer Fredette,0.58,
2016,New Orleans Hornets,Orlando Johnson,0.50,
2016,New Orleans Hornets,Nate Robinson,0.16,
2016,New York Knicks,Carmelo Anthony,228.75,
2016,New York Knicks,Robin Lopez,126.50,
2016,New York Knicks,Arron Afflalo,80.00,
2016,New York Knicks,Jose Calderon,74.03,
2016,New York Knicks,Derrick Williams,44.00,
2016,New York Knicks,Kristaps Porzingis,41.32,
2016,New York Knicks,Kyle O'Quinn,37.50,
2016,New York Knicks,Kevin Seraphin,28.14,
2016,New York Knicks,Lance Thomas,16.37,
2016,New York Knicks,Lou Amundson,16.35,
2016,New York Knicks,Jerian Grant,15.72,
2016,New York Knicks,Sasha Vujacic,13.56,
2016,New York Knicks,Cleanthony Early,8.45,
2016,New York Knicks,Langston Galloway,8.45,
2016,New York Knicks,Tony Wroten,1.65,
2016,New York Knicks,Jimmer Fredette,0.58,
2016,New York Knicks,Thanasis Antetokounmpo,0.31,
2016,Oklahoma City Thunder,Kevin Durant,201.59,
2016,Oklahoma City Thunder,Russell Westbrook,167.44,
2016,Oklahoma City Thunder,Enes Kanter,164.08,
2016,Oklahoma City Thunder,Serge Ibaka,122.50,
2016,Oklahoma City Thunder,Dion Waiters,51.38,
2016,Oklahoma City Thunder,Kyle Singler,45.00,
2016,Oklahoma City Thunder,Nick Collison,37.50,
2016,Oklahoma City Thunder,Anthony Morrow,33.44,
2016,Oklahoma City Thunder,Randy Foye,31.35,
2016,Oklahoma City Thunder,Steven Adams,22.79,
2016,Oklahoma City Thunder,Cameron Payne,20.22,
2016,Oklahoma City Thunder,Mitch McGary,14.63,
2016,Oklahoma City Thunder,Andre Roberson,12.11,
2016,Oklahoma City Thunder,Josh Huestis,11.40,
2016,Oklahoma City Thunder,Nazr Mohammed,3.46,
2016,Orlando Magic,Nikola Vucevic,112.50,
2016,Orlando Magic,Brandon Jennings,83.44,
2016,Orlando Magic,Ersan Ilyasova,79.00,
2016,Orlando Magic,Victor Oladipo,51.93,
2016,Orlando Magic,C.J. Watson,50.00,
2016,Orlando Magic,Jason Smith,43.00,
2016,Orlando Magic,Aaron Gordon,41.72,
2016,Orlando Magic,Mario Hezonja,37.41,
2016,Orlando Magic,Elfrid Payton,25.06,
2016,Orlando Magic,Andrew Nicholson,23.81,
2016,Orlando Magic,Evan Fournier,22.88,
2016,Orlando Magic,Shabazz Napier,12.94,
2016,Orlando Magic,Jared Cunningham,12.27,
2016,Orlando Magic,Chris Copeland,11.50,
2016,Orlando Magic,Dewayne Dedmon,9.47,
2016,Orlando Magic,Devyn Marble,8.45,
2016,Orlando Magic,Joe Harris,8.45,
2016,Orlando Magic,Keith Appling,0.62,
2016,Philadelphia 76ers,JaVale McGee,120.00,
2016,Philadelphia 76ers,Gerald Wallace,101.06,
2016,Philadelphia 76ers,Carl Landry,65.00,
2016,Philadelphia 76ers,Joel Embiid,46.27,
2016,Philadelphia 76ers,Jahlil Okafor,45.83,
2016,Philadelphia 76ers,Nerlens Noel,34.58,
2016,Philadelphia 76ers,Nik Stauskas,28.69,
2016,Philadelphia 76ers,Sonny Weems,28.14,
2016,Philadelphia 76ers,Furkan Aldemir,26.84,
2016,Philadelphia 76ers,Tony Wroten,21.79,
2016,Philadelphia 76ers,Kendall Marshall,21.45,
2016,Philadelphia 76ers,Ish Smith,11.01,
2016,Philadelphia 76ers,Richaun Holmes,10.75,
2016,Philadelphia 76ers,Robert Covington,10.00,
2016,Philadelphia 76ers,Hollis Thompson,9.47,
2016,Philadelphia 76ers,Isaiah Canaan,9.47,
2016,Philadelphia 76ers,Elton Brand,8.78,
2016,Philadelphia 76ers,JaKarr Sampson,8.45,
2016,Philadelphia 76ers,Jerami Grant,8.45,
2016,Philadelphia 76ers,Pierre Jackson,7.50,
2016,Philadelphia 76ers,T.J. McConnell,5.25,
2016,Philadelphia 76ers,Christian Wood,2.98,
2016,Philadelphia 76ers,Scottie Wilbekin,2.00,
2016,Philadelphia 76ers,Phil Pressey,1.50,
2016,Phoenix Suns,Brandon Knight,135.00,
2016,Phoenix Suns,Eric Bledsoe,135.00,
2016,Phoenix Suns,Tyson Chandler,130.00,
2016,Phoenix Suns,Mirza Teletovic,55.00,
2016,Phoenix Suns,P.J. Tucker,55.00,
2016,Phoenix Suns,Alex Len,38.07,
2016,Phoenix Suns,Kris Humphries,34.40,
2016,Phoenix Suns,Devin Booker,21.28,
2016,Phoenix Suns,T.J. Warren,20.41,
2016,Phoenix Suns,DeJuan Blair,20.00,
2016,Phoenix Suns,Ronnie Price,13.63,
2016,Phoenix Suns,Archie Goodwin,11.60,
2016,Phoenix Suns,Jon Leuer,10.35,
2016,Phoenix Suns,John Jenkins,9.81,
2016,Phoenix Suns,Cory Jefferson,2.55,
2016,Phoenix Suns,Chase Budinger,2.53,
2016,Phoenix Suns,Bryce Cotton,2.15,
2016,Phoenix Suns,Lorenzo Brown,1.12,
2016,Phoenix Suns,Alan Williams,1.09,
2016,Phoenix Suns,Phil Pressey,1.00,
2016,Phoenix Suns,Jordan McRae,0.62,
2016,Phoenix Suns,Orlando Johnson,0.50,
2016,Portland Trailblazers,Anderson Varejao,102.59,
2016,Portland Trailblazers,Al-Farouq Aminu,80.43,
2016,Portland Trailblazers,Ed Davis,69.81,
2016,Portland Trailblazers,Gerald Henderson,60.00,
2016,Portland Trailblazers,Chris Kaman,50.16,
2016,Portland Trailblazers,Damian Lillard,42.36,
2016,Portland Trailblazers,Mike Miller,30.83,
2016,Portland Trailblazers,Meyers Leonard,30.76,
2016,Portland Trailblazers,Maurice Harkless,28.94,
2016,Portland Trailblazers,Brian Roberts,28.55,
2016,Portland Trailblazers,Noah Vonleh,26.38,
2016,Portland Trailblazers,C.J. McCollum,25.25,
2016,Portland Trailblazers,Mason Plumlee,14.16,
2016,Portland Trailblazers,Allen Crabbe,9.47,
2016,Portland Trailblazers,Tim Frazier,8.45,
2016,Portland Trailblazers,Pat Connaughton,6.25,
2016,Portland Trailblazers,Cliff Alexander,5.25,
2016,Portland Trailblazers,Luis Montero,5.25,
2016,Sacramento Kings,DeMarcus Cousins,158.52,
2016,Sacramento Kings,Rudy Gay,124.03,
2016,Sacramento Kings,Rajon Rondo,95.00,
2016,Sacramento Kings,Kosta Koufos,77.00,
2016,Sacramento Kings,Marco Belinelli,60.61,
2016,Sacramento Kings,Darren Collison,50.14,
2016,Sacramento Kings,Willie Cauley-Stein,33.98,
2016,Sacramento Kings,Ben McLemore,31.57,
2016,Sacramento Kings,Omri Casspi,28.36,
2016,Sacramento Kings,Caron Butler,14.49,
2016,Sacramento Kings,James Anderson,10.15,
2016,Sacramento Kings,Quincy Acy,9.81,
2016,Sacramento Kings,Seth Curry,9.47,
2016,Sacramento Kings,Eric Moreland,8.45,
2016,Sacramento Kings,Duje Dukan,5.25,
2016,San Antonio Spurs,LaMarcus Aldridge,196.89,
2016,San Antonio Spurs,Kawhi Leonard,164.08,
2016,San Antonio Spurs,Tony Parker,134.38,
2016,San Antonio Spurs,Danny Green,100.00,
2016,San Antonio Spurs,Boris Diaw,75.00,
2016,San Antonio Spurs,Tim Duncan,52.50,
2016,San Antonio Spurs,Patty Mills,35.79,
2016,San Antonio Spurs,Manu Ginobili,28.14,
2016,San Antonio Spurs,David West,14.99,
2016,San Antonio Spurs,Matt Bonner,14.99,
2016,San Antonio Spurs,Rasual Butler,14.99,
2016,San Antonio Spurs,Boban Marjanovic,12.00,
2016,San Antonio Spurs,Kyle Anderson,11.43,
2016,San Antonio Spurs,Ray McCallum,9.47,
2016,San Antonio Spurs,Jonathon Simmons,5.25,
2016,San Antonio Spurs,Andre Miller,3.81,
2016,San Antonio Spurs,Kevin Martin,3.10,
2016,Toronto Raptors,DeMarre Carroll,136.00,
2016,Toronto Raptors,Kyle Lowry,120.00,
2016,Toronto Raptors,DeMar DeRozan,100.50,
2016,Toronto Raptors,Cory Joseph,70.00,
2016,Toronto Raptors,Patrick Patterson,62.69,
2016,Toronto Raptors,Jonas Valanciunas,46.60,
2016,Toronto Raptors,Terrence Ross,35.54,
2016,Toronto Raptors,Luis Scola,29.00,
2016,Toronto Raptors,Bismack Biyombo,28.14,
2016,Toronto Raptors,James Johnson,25.00,
2016,Toronto Raptors,Lucas Nogueira,18.42,
2016,Toronto Raptors,Bruno Caboclo,15.24,
2016,Toronto Raptors,Delon Wright,15.09,
2016,Toronto Raptors,Anthony Bennett,9.47,
2016,Toronto Raptors,Norman Powell,6.50,
2016,Toronto Raptors,Jason Thompson,3.23,
2016,Utah Jazz,Gordon Hayward,154.10,
2016,Utah Jazz,Derrick Favors,120.00,
2016,Utah Jazz,Alec Burks,92.13,
2016,Utah Jazz,Trevor Booker,47.75,
2016,Utah Jazz,Dante Exum,37.78,
2016,Utah Jazz,Tibor Pleiss,29.00,
2016,Utah Jazz,Trey Burke,26.58,
2016,Utah Jazz,Shelvin Mack,24.33,
2016,Utah Jazz,Trey Lyles,22.40,
2016,Utah Jazz,Joe Ingles,21.00,
2016,Utah Jazz,Rodney Hood,13.48,
2016,Utah Jazz,Rudy Gobert,11.76,
2016,Utah Jazz,Chris Johnson,9.47,
2016,Utah Jazz,Grant Jerrett,9.47,
2016,Utah Jazz,Jeff Withey,9.47,
2016,Utah Jazz,Raul Neto,8.40,
