date,real,nominal
9/1/17,1611.2,83.46
10/1/17,1416.92,74.5
11/1/17,1381.73,72.65
12/1/17,1394.03,74.38
1/1/18,1463.53,79.8
2/1/18,1463.9,80.39
3/1/18,1401.36,76.41
4/1/18,1401.54,77.51
5/1/18,1382.64,78.08
6/1/18,1442.42,82.58
7/1/18,1381.23,81.23
8/1/18,1374.86,82.46
9/1/18,1384.86,84.68
10/1/18,1372.18,85.51
11/1/18,1274.81,80.93
12/1/18,1279.11,82.2
1/1/19,1254.37,80.61
2/1/19,1344.15,84.81
3/1/19,1391.04,88.85
4/1/19,1428.03,92.88
5/1/19,1602.86,105.5
6/1/19,1625.35,106.98
7/1/19,1581.25,107.16
8/1/19,1519.5,104.75
9/1/19,1607.23,111.42
10/1/19,1687,118.92
11/1/19,1439.53,103.72
12/1/19,1456.72,107.23
1/1/20,1386.41,104.21
2/1/20,1200.57,91.18
3/1/20,1339.92,102.81
4/1/20,1183.09,93.54
5/1/20,1144.32,91.81
6/1/20,1114.99,90.76
7/1/20,1072.08,86.85
8/1/20,1089.75,86.16
9/1/20,1064.91,82.95
10/1/20,1097.7,85.08
11/1/20,986.09,76.04
12/1/20,952.26,71.95
1/1/21,1028.82,76.13
2/1/21,1046.27,74.98
3/1/21,1062.99,75.76
4/1/21,1114.59,78.57
5/1/21,1065.32,73.44
6/1/21,998.62,68.45
7/1/21,991.78,68.37
8/1/21,973.5,67.11
9/1/21,1042.89,71.08
10/1/21,1074.14,73.21
11/1/21,1140.64,77.3
12/1/21,1199.23,80.8
1/1/22,1235.19,81.3
2/1/22,1298.39,85.46
3/1/22,1369.14,89.05
4/1/22,1413.42,91.93
5/1/22,1476.46,96.03
6/1/22,1428.8,92.93
7/1/22,1483.22,97.05
8/1/22,1558.76,100.78
9/1/22,1502.16,97.12
10/1/22,1477.69,96.11
11/1/22,1446.54,94.65
12/1/22,1491.5,98.17
1/1/23,1489.02,97.43
2/1/23,1587.9,103.9
3/1/23,1570.63,102.77
4/1/23,1494.69,98.38
5/1/23,1481.77,97.53
6/1/23,1335.11,88.4
7/1/23,1297.39,86.91
8/1/23,1403.3,93.46
9/1/23,1313.22,87.97
10/1/23,1313.96,88.53
11/1/23,1370.51,92.34
12/1/23,1417.71,95.52
1/1/24,1494,100.66
2/1/24,1458.32,97.69
3/1/24,1385.58,92.28
4/1/24,1368.78,90.63
5/1/24,1357.76,89.9
6/1/24,1455.48,96.37
7/1/24,1533.63,102.14
8/1/24,1572.83,104.14
9/1/24,1548.95,103.16
10/1/24,1553.41,104.06
11/1/24,1658.5,111.1
12/1/24,1788.61,120.51
1/1/25,1832.84,123.49
2/1/25,1824.8,122.24
3/1/25,1732.8,116.75
4/1/25,1791.51,120.01
5/1/25,1928.72,129.95
6/1/25,1922.18,131.01
7/1/25,1941.05,133.81
8/1/25,2047.96,141.18
9/1/25,2081.03,143.46
10/1/25,2257.86,155.65
11/1/25,2155.01,151.08
12/1/25,2167.09,151.08
1/1/26,2257.03,157.35
2/1/26,2218.73,154.68
3/1/26,2026.14,140.46
4/1/26,2061.38,143.71
5/1/26,2068.98,143.43
6/1/26,2220,153.04
7/1/26,2350.16,160.18
8/1/26,2398,162.51
9/1/26,2320.96,158.19
10/1/26,2199.44,150.76
11/1/26,2270.91,156.55
12/1/26,2280.34,157.2
1/1/27,2294.85,156.41
2/1/27,2389.88,161.96
3/1/27,2375.91,160.08
4/1/27,2443.59,164.64
5/1/27,2552.2,172.96
6/1/27,2425.13,166.23
7/1/27,2692.34,181.4
8/1/27,2833.19,189.79
9/1/27,2932.63,197.59
10/1/27,2681.61,181.73
11/1/27,2941.83,198.21
12/1/27,2978.79,200.7
1/1/28,2947.47,198.59
2/1/28,2924.62,194.78
3/1/28,3219.97,214.45
4/1/28,3177.62,211.63
5/1/28,3281.32,219.81
6/1/28,3158.71,210.37
7/1/28,3243.24,216
8/1/28,3609.76,240.41
9/1/28,3523.19,237.38
10/1/28,3764.24,252.16
11/1/28,4379.58,293.38
12/1/28,4504.5,300
1/1/29,4767.41,317.51
2/1/29,4765.91,317.41
3/1/29,4664.56,308.85
4/1/29,4850.97,319.29
5/1/29,4491.78,297.41
6/1/29,5011.86,333.79
7/1/29,5160.56,347.7
8/1/29,5644.86,380.33
9/1/29,5097.48,343.45
10/1/29,4059.44,273.51
11/1/29,3546.5,238.95
12/1/29,3709.31,248.48
1/1/30,4011.11,267.14
2/1/30,4094.57,271.11
3/1/30,4346.72,286.1
4/1/30,4217.21,279.23
5/1/30,4179.14,275.07
6/1/30,3459.15,226.34
7/1/30,3619.12,233.99
8/1/30,3741.18,240.42
9/1/30,3169.19,204.9
10/1/30,2853.11,183.35
11/1/30,2871.15,183.39
12/1/30,2624.72,164.58
1/1/31,2705.6,167.55
2/1/31,3101.7,189.66
3/1/31,2836.87,172.36
4/1/31,2504.46,151.19
5/1/31,2155.82,128.46
6/1/31,2553.66,150.18
7/1/31,2302.17,135.39
8/1/31,2370.53,139.41
9/1/31,1653.67,96.61
10/1/31,1816.77,105.43
11/1/31,1639.63,93.87
12/1/31,1369.95,77.9
1/1/32,1367.99,76.19
2/1/32,1483.02,81.44
3/1/32,1343.96,73.28
4/1/32,1036.46,56.11
5/1/32,838.52,44.74
6/1/32,808.78,42.84
7/1/32,1024.37,54.26
8/1/32,1391.43,73.16
9/1/32,1371.16,71.56
10/1/32,1194.98,61.9
11/1/32,1096.06,56.35
12/1/32,1174.63,59.93
1/1/33,1212.15,60.9
2/1/33,1038.95,51.39
3/1/33,1128.94,55.4
4/1/33,1582.56,77.66
5/1/33,1795.51,88.11
6/1/33,1984.1,98.14
7/1/33,1779.09,90.77
8/1/33,1991.98,102.41
9/1/33,1844.34,94.82
10/1/33,1714.8,88.16
11/1/33,1908.92,98.14
12/1/33,1943.15,99.9
1/1/34,2085.54,107.22
2/1/34,1997.3,103.46
3/1/34,1966.21,101.85
4/1/34,1939.96,100.49
5/1/34,1814.67,94
6/1/34,1834.09,95.72
7/1/34,1687.13,88.05
8/1/34,1779.29,92.86
9/1/34,1748.76,92.63
10/1/34,1775.61,93.36
11/1/34,1957.82,102.94
12/1/34,1993.51,104.04
1/1/35,1919.81,101.69
2/1/35,1918.81,102.38
3/1/35,1889.38,100.81
4/1/35,2036.43,109.45
5/1/35,2058.57,110.64
6/1/35,2215.49,118.21
7/1/35,2365.8,126.23
8/1/35,2396.91,127.89
9/1/35,2472.44,131.92
10/1/35,2619.01,139.74
11/1/35,2648.56,142.35
12/1/35,2681.68,144.13
1/1/36,2781.41,149.49
2/1/36,2830.9,152.15
3/1/36,2930.12,156.34
4/1/36,2730.15,145.67
5/1/36,2860.78,152.64
6/1/36,2933.98,157.69
7/1/36,3045.29,164.86
8/1/36,3049.76,166.29
9/1/36,3077.82,167.82
10/1/36,3249.66,177.19
11/1/36,3360.25,183.22
12/1/36,3299.37,179.9
1/1/37,3382.33,185.74
2/1/37,3410.73,187.3
3/1/37,3370.67,186.41
4/1/37,3129.02,174.27
5/1/37,3115.08,174.71
6/1/37,3018.98,169.32
7/1/37,3286.78,185.61
8/1/37,3141.58,177.41
9/1/37,2718.27,154.57
10/1/37,2429.86,138.17
11/1/37,2186.58,123.48
12/1/37,2154.76,120.85
1/1/38,2203.65,121.87
2/1/38,2360.74,129.64
3/1/38,1801.88,98.95
4/1/38,2012.16,111.28
5/1/38,1961.95,107.74
6/1/38,2437.95,133.88
7/1/38,2572.16,141.25
8/1/38,2536.11,139.27
9/1/38,2575.8,141.45
10/1/38,2782.73,151.73
11/1/38,2747.7,149.82
12/1/38,2838.3,154.76
1/1/39,2636.56,143.76
2/1/39,2720.93,147.3
3/1/39,2435.35,131.84
4/1/39,2389.94,128.45
5/1/39,2570.98,138.18
6/1/39,2430.5,130.63
7/1/39,2665.5,143.26
8/1/39,2500.83,134.41
9/1/39,2777.75,152.54
10/1/39,2785.48,151.88
11/1/39,2671.95,145.69
12/1/39,2755.4,150.24
1/1/40,2684.54,145.33
2/1/40,2687.54,146.54
3/1/40,2713.4,147.95
4/1/40,2722.21,148.43
5/1/40,2131.47,116.22
6/1/40,2219.25,121.87
7/1/40,2313.41,126.14
8/1/40,2373.56,129.42
9/1/40,2432.62,132.64
10/1/40,2468.75,134.61
11/1/40,2402.54,131
12/1/40,2387.88,131.13
1/1/41,2260.41,124.13
2/1/41,2221.07,121.97
3/1/41,2219.02,122.72
4/1/41,2074.52,115.54
5/1/41,2064,115.76
6/1/41,2150.89,123.14
7/1/41,2249.57,128.79
8/1/41,2200.53,127.7
9/1/41,2156.45,126.82
10/1/41,1977.26,117.82
11/1/41,1904.56,114.23
12/1/41,1838.05,110.96
1/1/42,1784.38,109.11
2/1/42,1735.44,106.79
3/1/42,1597.16,99.53
4/1/42,1520.64,95.35
5/1/42,1589.06,100.88
6/1/42,1627.81,103.34
7/1/42,1655.15,105.72
8/1/42,1654.6,106.33
9/1/42,1697.86,109.11
10/1/42,1753.83,114.07
11/1/42,1749.9,114.5
12/1/42,1814.04,119.4
1/1/43,1907.94,125.58
2/1/43,1976.76,130.11
3/1/43,2038.72,136.57
4/1/43,1999.14,135.48
5/1/43,2084.3,142.06
6/1/43,2103.67,143.38
7/1/43,2006.08,135.95
8/1/43,2027.71,136.62
9/1/43,2067.61,140.12
10/1/43,2040.31,138.27
11/1/43,1911.93,129.57
12/1/43,2005.19,135.89
1/1/44,2027.47,137.4
2/1/44,2011.24,136.3
3/1/44,2048.72,138.84
4/1/44,1998.77,136.23
5/1/44,2086.95,142.24
6/1/44,2164.72,148.38
7/1/44,2119.47,146.11
8/1/44,2132.24,146.99
9/1/44,2128.47,146.73
10/1/44,2125.56,146.53
11/1/44,2137.17,147.33
12/1/44,2197.22,152.32
1/1/45,2216.69,153.67
2/1/45,2313.77,160.4
3/1/45,2227.36,154.41
4/1/45,2386.47,165.44
5/1/45,2414.1,168.3
6/1/45,2344.8,165.29
7/1/45,2310.62,162.88
8/1/45,2472.48,174.29
9/1/45,2577.74,181.71
10/1/45,2647.11,186.6
11/1/45,2716.05,191.46
12/1/45,2721.57,192.91
1/1/46,2887.48,204.67
2/1/46,2696.62,190.09
3/1/46,2802.69,199.75
4/1/46,2885.27,206.77
5/1/46,2946.23,212.28
6/1/46,2823.16,205.62
7/1/46,2613.83,201.56
8/1/46,2404.79,189.19
9/1/46,2170.08,172.42
10/1/46,2087.99,169.15
11/1/46,2046.77,169.8
12/1/46,2116.12,177.2
1/1/47,2154.81,180.44
